asset_id,avg_anomaly_score,max_alarm_count,fail_30d_rate,model,region,criticality
GEN_0039,56.62063694267516,5,0.14012738853503184,CAT-450,North,High
GEN_0040,62.90108280254777,6,0.050955414012738856,GENX-550,North,Medium
GEN_0041,53.757324840764326,5,0.025477707006369428,CAT-450,East,High
GEN_0042,56.808343949044584,7,0.17197452229299362,KOH-400,Central,High
GEN_0043,64.33242038216561,7,0.11464968152866242,MTU-480,South,Low
GEN_0044,63.088853503184716,7,0.1910828025477707,KOH-400,West,Medium
GEN_0045,55.813566878980886,5,0.09554140127388536,CAT-450,South,Medium
GEN_0046,56.4,6,0.1337579617834395,CUM-500,South,Medium
GEN_0047,62.561910828025475,6,0.05732484076433121,KOH-400,East,Low
GEN_0048,55.10286624203822,6,0.08280254777070063,GENX-550,South,High
GEN_0049,62.05076433121019,6,0.12101910828025478,CAT-450,North,Low
GEN_0050,65.73668789808917,7,0.1464968152866242,GENX-550,East,Low
GEN_0051,64.52140127388536,7,0.21019108280254778,KOH-400,North,Medium
GEN_0052,65.64656050955413,6,0.22929936305732485,KOH-400,South,Low
GEN_0053,53.6863694267516,6,0.08917197452229299,GENX-550,South,Medium
GEN_0054,55.49968152866243,6,0.2229299363057325,CUM-500,East,High
GEN_0055,74.39509554140128,6,0.1464968152866242,KOH-400,East,Low
GEN_0056,62.69630573248408,6,0.18471337579617833,MTU-480,East,High
GEN_0057,53.77783439490447,5,0.03821656050955414,CAT-450,East,Medium
GEN_0058,54.38535031847134,6,0.07643312101910828,MTU-480,South,Medium
GEN_0059,65.77146496815287,6,0.12738853503184713,CAT-450,Central,Low
GEN_0060,58.68433121019108,5,0.03184713375796178,CUM-500,Central,High
GEN_0061,61.55751592356688,4,0.025477707006369428,CAT-450,West,High
GEN_0062,55.818152866242045,6,0.17197452229299362,GENX-550,North,Low
GEN_0063,55.026242038216566,6,0.08917197452229299,CAT-450,Central,Medium
GEN_0064,56.827898089171974,6,0.12101910828025478,CAT-450,East,High
GEN_0065,56.24025477707006,6,0.15286624203821655,CAT-450,West,Low
GEN_0066,72.98343949044586,6,0.09554140127388536,CUM-500,North,Medium
GEN_0067,59.4603821656051,6,0.22929936305732485,KOH-400,South,Medium
GEN_0068,54.820127388535035,4,0.03184713375796178,KOH-400,South,High
GEN_0069,56.37522292993631,6,0.08917197452229299,KOH-400,Central,Medium
GEN_0070,65.271974522293,5,0.12738853503184713,CUM-500,North,Medium
GEN_0071,61.519681528662424,5,0.10828025477707007,KOH-400,North,High
GEN_0072,57.29522292993631,6,0.1337579617834395,KOH-400,West,Medium
GEN_0073,63.61216560509555,6,0.08917197452229299,CUM-500,Central,Low
GEN_0074,55.61649681528663,6,0.1464968152866242,CUM-500,North,High
GEN_0075,56.016687898089174,6,0.10828025477707007,MTU-480,North,Medium
GEN_0076,57.77101910828025,6,0.267515923566879,MTU-480,Central,Medium
GEN_0077,61.31560509554139,4,0.025477707006369428,CAT-450,Central,High
GEN_0078,56.299490445859874,6,0.17834394904458598,KOH-400,West,Low
GEN_0079,75.91165605095541,7,0.1464968152866242,GENX-550,Central,Medium
GEN_0080,57.2340127388535,7,0.1337579617834395,CAT-450,West,High
GEN_0081,53.81388535031847,6,0.050955414012738856,GENX-550,South,Medium
GEN_0082,63.30732484076433,7,0.08280254777070063,KOH-400,West,High
GEN_0083,56.46573248407644,5,0.15286624203821655,MTU-480,Central,Medium
GEN_0084,76.46668789808918,7,0.12101910828025478,KOH-400,South,High
GEN_0085,62.18452229299363,5,0.10191082802547771,CUM-500,South,Medium
GEN_0086,73.29388535031846,6,0.14012738853503184,KOH-400,South,Medium
GEN_0087,62.81974522292994,6,0.11464968152866242,MTU-480,North,High
GEN_0088,61.091974522293,6,0.06369426751592357,MTU-480,Central,High
GEN_0089,57.74732484076433,7,0.2484076433121019,MTU-480,West,Medium
GEN_0090,57.213439490445865,6,0.15286624203821655,GENX-550,West,Low
GEN_0091,63.09808917197452,6,0.09554140127388536,GENX-550,West,Medium
GEN_0092,62.30140127388535,5,0.08280254777070063,CAT-450,North,Medium
GEN_0093,55.38503184713376,6,0.08917197452229299,CUM-500,South,Low
GEN_0094,56.68713375796178,6,0.15286624203821655,CUM-500,South,Medium
GEN_0095,56.10114649681528,4,0.05732484076433121,CUM-500,North,Medium
GEN_0096,72.39458598726115,7,0.05732484076433121,KOH-400,West,Low
GEN_0097,56.891592356687894,6,0.20382165605095542,CAT-450,Central,Medium
GEN_0098,54.53305732484077,6,0.050955414012738856,CUM-500,West,Medium
GEN_0099,61.4163694267516,6,0.050955414012738856,CAT-450,South,High
GEN_0100,64.35573248407644,6,0.07643312101910828,CUM-500,West,High
GEN_0101,63.03726114649682,6,0.08280254777070063,GENX-550,South,Medium
GEN_0102,73.60420382165606,8,0.08280254777070063,GENX-550,South,High
GEN_0103,53.266050955414016,6,0.07643312101910828,CUM-500,North,High
GEN_0104,55.10751592356687,6,0.05732484076433121,CUM-500,South,Medium
GEN_0105,53.44305732484076,6,0.08280254777070063,GENX-550,West,High
GEN_0106,59.3715923566879,6,0.29936305732484075,MTU-480,North,High
GEN_0107,63.57764331210191,6,0.11464968152866242,GENX-550,West,High
GEN_0108,57.07203821656051,6,0.2229299363057325,CUM-500,South,Low
GEN_0109,57.99974522292993,7,0.1464968152866242,CAT-450,South,Low
GEN_0110,63.628917197452225,6,0.1464968152866242,CUM-500,North,Medium
GEN_0111,52.84019108280255,6,0.050955414012738856,CAT-450,Central,Medium
GEN_0112,61.86031847133758,7,0.05732484076433121,MTU-480,West,Medium
GEN_0113,53.38707006369427,6,0.050955414012738856,CUM-500,South,High
GEN_0114,63.52031847133758,4,0.03184713375796178,GENX-550,West,Medium
GEN_0115,56.8671974522293,5,0.19745222929936307,CAT-450,Central,Medium
GEN_0116,56.9408280254777,8,0.18471337579617833,MTU-480,East,Medium
GEN_0117,65.10585987261148,7,0.18471337579617833,CUM-500,East,High
GEN_0118,61.60694267515924,5,0.03184713375796178,KOH-400,North,High
GEN_0119,57.98343949044586,7,0.15286624203821655,GENX-550,Central,Medium
GEN_0120,62.8871974522293,6,0.08917197452229299,CAT-450,South,Medium
GEN_0121,61.44700636942675,6,0.12101910828025478,GENX-550,Central,High
GEN_0122,56.36382165605096,6,0.1464968152866242,CAT-450,East,Medium
GEN_0123,63.29611464968153,5,0.12101910828025478,GENX-550,Central,Medium
GEN_0124,54.2515923566879,6,0.050955414012738856,CAT-450,Central,High
GEN_0125,57.289554140127386,7,0.1910828025477707,MTU-480,East,Medium
GEN_0126,56.87509554140127,6,0.14012738853503184,MTU-480,West,Medium
GEN_0127,63.8663694267516,6,0.06369426751592357,GENX-550,North,High
GEN_0128,54.455796178343945,6,0.12738853503184713,CUM-500,East,High
GEN_0129,57.78605095541401,6,0.21656050955414013,KOH-400,East,Low
GEN_0130,72.3620382165605,7,0.05732484076433121,GENX-550,North,Low
GEN_0131,64.84152866242039,6,0.11464968152866242,CAT-450,North,High
GEN_0132,62.61471337579618,6,0.12101910828025478,CAT-450,South,High
GEN_0133,73.70713375796178,5,0.06369426751592357,CUM-500,North,Medium
GEN_0134,55.189235668789806,5,0.07643312101910828,MTU-480,East,High
GEN_0135,59.3368152866242,6,0.18471337579617833,CUM-500,West,Medium
GEN_0136,57.76044585987261,6,0.17197452229299362,CAT-450,North,Low
GEN_0137,56.55808917197453,6,0.07643312101910828,KOH-400,Central,Medium
GEN_0138,55.33675159235669,6,0.11464968152866242,CAT-450,East,Medium
GEN_0139,56.10025477707006,6,0.1337579617834395,CUM-500,Central,Medium
GEN_0140,55.516942675159235,5,0.050955414012738856,GENX-550,North,Medium
GEN_0141,55.31745222929936,6,0.09554140127388536,CUM-500,West,Medium
GEN_0142,54.74834394904458,7,0.09554140127388536,CUM-500,West,Medium
GEN_0143,54.66012738853503,5,0.03184713375796178,CAT-450,North,High
GEN_0144,55.5956050955414,6,0.2229299363057325,KOH-400,North,Medium
GEN_0145,62.711783439490446,6,0.11464968152866242,GENX-550,West,Low
GEN_0146,65.14216560509554,5,0.12738853503184713,KOH-400,West,Medium
GEN_0147,61.96834394904459,7,0.07643312101910828,KOH-400,North,Medium
GEN_0148,63.97292993630573,5,0.05732484076433121,CUM-500,South,Medium
GEN_0149,55.64477707006369,6,0.12738853503184713,CAT-450,Central,High
GEN_0150,73.87267515923567,5,0.0,CAT-450,South,High
GEN_0151,61.45229299363057,5,0.050955414012738856,KOH-400,East,Medium
GEN_0152,64.09452229299363,6,0.08280254777070063,MTU-480,Central,Medium
GEN_0153,54.09840764331211,7,0.20382165605095542,CUM-500,North,Low
GEN_0154,73.89662420382166,7,0.07643312101910828,CUM-500,East,High
GEN_0155,62.1259872611465,6,0.11464968152866242,GENX-550,South,Medium
GEN_0156,62.79732484076433,5,0.05732484076433121,CUM-500,North,Medium
GEN_0157,64.52184713375796,6,0.11464968152866242,CAT-450,South,High
GEN_0158,64.80834394904458,7,0.1592356687898089,CUM-500,Central,Low
GEN_0159,61.81643312101911,7,0.06369426751592357,MTU-480,West,High
GEN_0160,57.48044585987261,8,0.2929936305732484,CAT-450,West,Low
GEN_0161,66.8759872611465,7,0.19745222929936307,KOH-400,East,Low
GEN_0162,57.58509554140128,6,0.2356687898089172,CUM-500,West,Medium
GEN_0163,63.75802547770701,6,0.16560509554140126,GENX-550,East,Low
GEN_0164,54.973630573248414,7,0.11464968152866242,MTU-480,West,High
GEN_0165,64.44783439490446,5,0.07643312101910828,CAT-450,South,High
GEN_0166,63.33318471337579,6,0.025477707006369428,CAT-450,East,High
GEN_0167,63.462420382165604,5,0.08280254777070063,CUM-500,South,Medium
GEN_0168,53.6028025477707,5,0.05732484076433121,CUM-500,West,High
GEN_0169,67.08191082802549,5,0.17197452229299362,CAT-450,East,Low
GEN_0170,55.562484076433115,5,0.1337579617834395,CUM-500,North,Low
GEN_0171,65.43573248407644,6,0.11464968152866242,CUM-500,North,Medium
GEN_0172,62.328089171974526,7,0.05732484076433121,CAT-450,East,Medium
GEN_0173,62.7856050955414,6,0.12738853503184713,KOH-400,South,Medium
GEN_0174,55.82891719745223,6,0.17834394904458598,CAT-450,Central,High
GEN_0175,61.652484076433126,6,0.03821656050955414,KOH-400,North,Medium
GEN_0176,53.15324840764331,3,0.0,GENX-550,East,High
GEN_0177,57.36375796178344,6,0.1337579617834395,MTU-480,Central,High
GEN_0178,57.269872611464976,6,0.15286624203821655,CAT-450,North,Low
GEN_0179,72.93006369426752,5,0.025477707006369428,CAT-450,North,Low
GEN_0180,54.676242038216564,6,0.08917197452229299,CUM-500,Central,High
GEN_0181,63.69522292993631,7,0.15286624203821655,KOH-400,North,Medium
GEN_0182,54.85566878980892,5,0.10828025477707007,CUM-500,South,High
GEN_0183,58.77649681528662,6,0.1464968152866242,CUM-500,West,Medium
GEN_0184,55.6435668789809,3,0.0,KOH-400,East,Medium
GEN_0185,62.34980891719745,6,0.15286624203821655,CAT-450,South,High
GEN_0186,57.86668789808917,7,0.1592356687898089,CUM-500,South,Low
GEN_0187,65.92433121019108,7,0.20382165605095542,CUM-500,Central,Low
GEN_0188,57.098789808917196,4,0.03184713375796178,CAT-450,North,Medium
GEN_0189,53.846242038216566,5,0.07643312101910828,CUM-500,North,Low
GEN_0190,60.197197452229304,6,0.2929936305732484,KOH-400,Central,Medium
GEN_0191,65.57624203821656,7,0.15286624203821655,MTU-480,South,Medium
GEN_0192,61.6008280254777,6,0.12101910828025478,KOH-400,West,Medium
GEN_0193,52.7612101910828,5,0.10828025477707007,CUM-500,North,High
GEN_0194,58.41840764331211,6,0.15286624203821655,CAT-450,Central,Medium
GEN_0195,71.89987261146497,8,0.05732484076433121,CAT-450,East,High
GEN_0196,66.8071974522293,6,0.09554140127388536,GENX-550,West,Low
GEN_0197,57.705668789808925,6,0.21019108280254778,CUM-500,West,High
GEN_0198,60.15636942675159,7,0.27388535031847133,CUM-500,West,Low
GEN_0199,55.374140127388536,6,0.08280254777070063,GENX-550,South,High
GEN_0200,76.01401273885351,6,0.11464968152866242,CAT-450,East,Low
GEN_0201,74.29815286624203,7,0.14012738853503184,MTU-480,South,Medium
GEN_0202,63.34050955414012,6,0.22929936305732485,GENX-550,South,Medium
GEN_0203,57.86662420382165,6,0.12101910828025478,CUM-500,North,Medium
GEN_0204,55.51713375796179,7,0.19745222929936307,CUM-500,West,Low
GEN_0205,56.17847133757962,7,0.15286624203821655,CAT-450,West,Medium
GEN_0206,65.02076433121019,7,0.16560509554140126,CAT-450,South,High
GEN_0207,53.93694267515924,6,0.07643312101910828,GENX-550,North,Medium
GEN_0208,54.7524203821656,5,0.1910828025477707,CUM-500,South,Low
GEN_0209,56.15452229299363,5,0.07643312101910828,KOH-400,South,Medium
GEN_0210,55.49229299363057,7,0.07643312101910828,CAT-450,West,High
GEN_0211,53.97681528662421,7,0.10191082802547771,KOH-400,South,Medium
GEN_0212,56.622547770700635,5,0.07006369426751592,CAT-450,Central,Low
GEN_0213,61.5896178343949,6,0.11464968152866242,KOH-400,West,Medium
GEN_0214,63.30388535031847,6,0.1337579617834395,KOH-400,West,Medium
GEN_0215,57.9620382165605,7,0.2802547770700637,GENX-550,West,Medium
GEN_0216,54.13152866242038,8,0.1464968152866242,GENX-550,West,Low
GEN_0217,57.59388535031847,6,0.17834394904458598,CUM-500,South,Medium
GEN_0218,63.62808917197452,5,0.07643312101910828,KOH-400,Central,High
GEN_0219,55.785477707006365,6,0.14012738853503184,CAT-450,North,Medium
GEN_0220,57.76726114649682,6,0.17197452229299362,CUM-500,Central,Medium
GEN_0221,54.597133757961785,6,0.1337579617834395,CUM-500,Central,High
GEN_0222,73.70171974522293,7,0.1464968152866242,GENX-550,North,Low
GEN_0223,56.45343949044587,7,0.21656050955414013,MTU-480,North,Low
GEN_0224,55.57095541401274,7,0.2229299363057325,KOH-400,South,Medium
GEN_0225,57.817070063694274,6,0.21656050955414013,GENX-550,East,Low
GEN_0226,56.06713375796179,7,0.08917197452229299,CUM-500,West,Medium
GEN_0227,61.14891719745222,6,0.08917197452229299,CAT-450,South,High
GEN_0228,61.08076433121019,7,0.06369426751592357,CAT-450,Central,Low
GEN_0229,56.46146496815287,6,0.17197452229299362,CAT-450,South,High
GEN_0230,56.94847133757962,6,0.11464968152866242,GENX-550,North,Medium
GEN_0231,54.76662420382166,5,0.14012738853503184,MTU-480,East,High
GEN_0232,57.300573248407645,7,0.18471337579617833,GENX-550,South,Medium
GEN_0233,75.87197452229299,9,0.1464968152866242,KOH-400,East,Medium
GEN_0234,54.66891719745223,5,0.1337579617834395,GENX-550,North,Medium
GEN_0235,56.071783439490446,5,0.1464968152866242,CUM-500,East,Medium
GEN_0236,56.4147770700637,6,0.08280254777070063,CAT-450,West,Low
GEN_0237,63.75764331210191,5,0.08917197452229299,CAT-450,West,Medium
GEN_0238,61.482484076433124,6,0.06369426751592357,CAT-450,South,High
GEN_0239,57.381019108280256,7,0.12101910828025478,GENX-550,Central,Low
GEN_0240,55.324267515923566,6,0.1464968152866242,GENX-550,South,Medium
GEN_0241,59.98757961783439,5,0.025477707006369428,KOH-400,West,Medium
GEN_0242,73.61439490445859,6,0.06369426751592357,KOH-400,East,High
GEN_0243,53.96305732484077,6,0.08917197452229299,CUM-500,South,Medium
GEN_0244,53.405350318471335,7,0.09554140127388536,CUM-500,West,Medium
GEN_0245,56.61165605095542,6,0.10828025477707007,CUM-500,Central,Medium
GEN_0246,57.02547770700637,6,0.22929936305732485,KOH-400,Central,Medium
GEN_0247,62.60942675159236,5,0.08917197452229299,MTU-480,South,High
GEN_0248,55.91382165605095,6,0.08280254777070063,CAT-450,West,Medium
GEN_0249,55.015541401273886,6,0.10828025477707007,GENX-550,East,Medium
GEN_0250,54.56611464968152,6,0.17197452229299362,CAT-450,West,Low
GEN_0251,56.41598726114649,7,0.1910828025477707,MTU-480,East,Low
GEN_0252,63.548853503184716,6,0.12101910828025478,CAT-450,East,Low
GEN_0253,58.02229299363057,6,0.22929936305732485,KOH-400,South,Low
GEN_0254,55.362038216560514,5,0.1592356687898089,KOH-400,South,High
GEN_0255,54.80044585987261,6,0.05732484076433121,CUM-500,South,Medium
GEN_0256,64.26082802547771,6,0.21019108280254778,GENX-550,West,Low
GEN_0257,63.30732484076433,7,0.10828025477707007,KOH-400,South,Medium
GEN_0258,63.212165605095535,6,0.08917197452229299,CUM-500,South,Medium
GEN_0259,62.37261146496815,5,0.050955414012738856,GENX-550,South,Medium
GEN_0260,56.66210191082803,7,0.1592356687898089,KOH-400,South,Medium
GEN_0261,55.110382165605095,6,0.15286624203821655,MTU-480,North,Medium
GEN_0262,56.07770700636943,7,0.14012738853503184,CAT-450,West,High
GEN_0263,64.01165605095541,5,0.1337579617834395,CAT-450,West,Low
GEN_0264,64.58375796178343,6,0.08917197452229299,GENX-550,West,High
GEN_0265,73.68770700636942,8,0.08280254777070063,CAT-450,East,High
GEN_0266,55.57057324840764,6,0.17834394904458598,KOH-400,South,Medium
GEN_0267,63.071019108280254,7,0.10828025477707007,CUM-500,Central,Medium
GEN_0268,59.4096178343949,7,0.29936305732484075,CUM-500,South,Medium
GEN_0269,54.005923566878984,5,0.05732484076433121,CUM-500,East,High
GEN_0270,64.4484076433121,6,0.07006369426751592,GENX-550,Central,Medium
GEN_0271,54.02732484076432,5,0.03184713375796178,CAT-450,North,High
GEN_0272,55.65477707006369,7,0.1910828025477707,CUM-500,North,Medium
GEN_0273,64.73528662420382,6,0.11464968152866242,MTU-480,East,Medium
GEN_0274,55.65923566878981,4,0.025477707006369428,MTU-480,South,Medium
GEN_0275,62.18108280254777,5,0.05732484076433121,CUM-500,South,Medium
GEN_0276,57.88305732484076,5,0.07643312101910828,GENX-550,East,Medium
GEN_0277,73.65885350318472,6,0.1592356687898089,CAT-450,North,Medium
GEN_0278,62.449426751592355,4,0.025477707006369428,MTU-480,South,High
GEN_0279,64.87592356687898,6,0.17197452229299362,MTU-480,Central,Low
GEN_0280,63.52649681528662,6,0.11464968152866242,CUM-500,East,Medium
GEN_0281,53.28006369426751,6,0.05732484076433121,KOH-400,Central,Medium
GEN_0282,60.54031847133758,7,0.11464968152866242,CAT-450,South,Medium
GEN_0283,63.80356687898089,6,0.10828025477707007,MTU-480,South,High
GEN_0284,54.446942675159235,4,0.05732484076433121,CAT-450,South,High
GEN_0285,55.462547770700645,4,0.025477707006369428,CUM-500,Central,High
GEN_0286,56.33815286624204,6,0.20382165605095542,KOH-400,East,High
GEN_0287,53.47649681528662,4,0.025477707006369428,CAT-450,West,High
GEN_0288,57.41095541401274,6,0.14012738853503184,CAT-450,North,Medium
GEN_0289,62.59375796178344,7,0.12101910828025478,CUM-500,East,Medium
GEN_0290,73.98292993630574,6,0.1592356687898089,KOH-400,West,High
GEN_0291,72.04592356687897,6,0.08917197452229299,KOH-400,Central,Medium
GEN_0292,70.52821656050956,6,0.025477707006369428,CAT-450,East,Medium
GEN_0293,61.62121019108281,6,0.18471337579617833,CUM-500,East,Low
GEN_0294,54.80815286624203,7,0.1592356687898089,CAT-450,East,Low
GEN_0295,55.1471974522293,6,0.16560509554140126,KOH-400,East,Low
GEN_0296,56.68891719745223,7,0.1910828025477707,MTU-480,East,Medium
GEN_0297,58.28917197452229,6,0.12101910828025478,CUM-500,North,High
GEN_0298,62.779363057324844,5,0.08280254777070063,CUM-500,West,Medium
GEN_0299,54.61121019108281,6,0.10191082802547771,MTU-480,South,High
GEN_0300,62.403949044585985,5,0.07643312101910828,CAT-450,South,Low
GEN_0301,62.32420382165605,6,0.07643312101910828,CUM-500,West,High
GEN_0302,53.41312101910828,5,0.03184713375796178,MTU-480,Central,High
GEN_0303,53.045286624203825,6,0.025477707006369428,CUM-500,West,High
GEN_0304,56.07656050955414,6,0.15286624203821655,CAT-450,South,High
GEN_0305,58.41949044585988,6,0.20382165605095542,CUM-500,East,Medium
GEN_0306,62.63025477707007,5,0.10828025477707007,GENX-550,East,High
GEN_0307,64.01630573248407,5,0.08917197452229299,KOH-400,West,High
GEN_0308,56.626687898089166,6,0.14012738853503184,CUM-500,Central,Medium
GEN_0309,55.67891719745223,6,0.12101910828025478,MTU-480,East,High
GEN_0310,56.619235668789806,6,0.1592356687898089,CUM-500,North,Medium
GEN_0311,57.703312101910825,6,0.1464968152866242,CUM-500,Central,Low
GEN_0312,59.67171974522292,6,0.1910828025477707,CAT-450,West,Low
GEN_0313,53.43929936305732,5,0.05732484076433121,GENX-550,West,High
GEN_0314,56.8092356687898,6,0.17834394904458598,KOH-400,East,High
GEN_0315,57.097133757961785,7,0.1592356687898089,GENX-550,South,Medium
GEN_0316,58.66458598726115,7,0.1337579617834395,CAT-450,South,High
GEN_0317,55.93414012738853,6,0.17834394904458598,CUM-500,North,High
GEN_0318,62.011656050955416,6,0.07643312101910828,KOH-400,North,High
GEN_0319,54.447452229299365,6,0.11464968152866242,CAT-450,North,High
GEN_0320,57.95668789808918,6,0.14012738853503184,CUM-500,West,Medium
GEN_0321,56.104012738853505,6,0.11464968152866242,KOH-400,East,Medium
GEN_0322,54.79133757961783,6,0.12101910828025478,GENX-550,East,High
GEN_0323,64.23146496815286,7,0.1464968152866242,KOH-400,North,High
GEN_0324,63.19356687898089,6,0.09554140127388536,KOH-400,South,Medium
GEN_0325,62.275732484076435,6,0.08280254777070063,MTU-480,West,Medium
GEN_0326,75.18515923566879,8,0.10191082802547771,CAT-450,East,Low
GEN_0327,53.97414012738854,6,0.1464968152866242,KOH-400,Central,High
GEN_0328,57.41872611464968,7,0.1464968152866242,GENX-550,East,Low
GEN_0329,57.305031847133755,6,0.050955414012738856,KOH-400,West,Medium
GEN_0330,57.49579617834395,6,0.20382165605095542,CAT-450,South,Medium
GEN_0331,75.30662420382166,6,0.10191082802547771,CAT-450,West,High
GEN_0332,63.382993630573246,7,0.08280254777070063,CAT-450,West,Medium
GEN_0333,58.183184713375795,6,0.18471337579617833,CUM-500,West,Medium
GEN_0334,59.14165605095541,4,0.025477707006369428,CAT-450,South,Medium
GEN_0335,54.86917197452229,6,0.17197452229299362,CAT-450,South,High
GEN_0336,64.94656050955415,6,0.05732484076433121,GENX-550,Central,Medium
GEN_0337,57.542611464968154,7,0.14012738853503184,KOH-400,East,Low
GEN_0338,56.01566878980891,6,0.25477707006369427,KOH-400,East,Medium
GEN_0339,54.49222929936306,5,0.05732484076433121,MTU-480,North,Medium
GEN_0340,62.40407643312102,6,0.11464968152866242,CAT-450,East,High
GEN_0341,72.5656050955414,6,0.10191082802547771,KOH-400,Central,Medium
GEN_0342,63.19012738853503,6,0.16560509554140126,CAT-450,North,High
GEN_0343,73.6979617834395,5,0.11464968152866242,GENX-550,North,High
GEN_0344,59.03808917197452,6,0.17834394904458598,MTU-480,Central,Medium
GEN_0345,55.91490445859872,5,0.050955414012738856,CAT-450,East,Low
GEN_0346,60.872165605095546,6,0.07643312101910828,GENX-550,Central,High
GEN_0347,63.90713375796178,6,0.14012738853503184,KOH-400,North,High
GEN_0348,55.774394904458596,6,0.1337579617834395,GENX-550,Central,Low
GEN_0349,64.8515923566879,5,0.14012738853503184,CAT-450,East,Medium
GEN_0350,54.318280254777065,5,0.050955414012738856,GENX-550,Central,Medium
GEN_0351,61.00949044585987,3,0.0,MTU-480,Central,Medium
GEN_0352,64.20152866242037,5,0.03184713375796178,KOH-400,West,Medium
GEN_0353,74.29751592356688,5,0.0,CUM-500,West,High
GEN_0354,61.55267515923567,6,0.11464968152866242,CAT-450,Central,High
GEN_0355,70.46490445859872,5,0.0,CAT-450,Central,Medium
GEN_0356,56.75101910828025,7,0.17834394904458598,KOH-400,South,Medium
GEN_0357,72.04082802547771,4,0.0,MTU-480,East,Low
GEN_0358,52.05420382165605,5,0.025477707006369428,KOH-400,West,Medium
GEN_0359,61.13624203821656,5,0.06369426751592357,CAT-450,Central,High
GEN_0360,63.967324840764334,7,0.10191082802547771,KOH-400,West,Low
GEN_0361,62.18044585987261,5,0.06369426751592357,KOH-400,East,Medium
GEN_0362,54.09292993630574,7,0.07643312101910828,CUM-500,Central,High
GEN_0363,58.283821656050954,6,0.25477707006369427,KOH-400,North,Medium
GEN_0364,55.07636942675159,6,0.14012738853503184,KOH-400,West,Medium
GEN_0365,53.97108280254776,5,0.14012738853503184,KOH-400,South,High
GEN_0366,57.04656050955413,6,0.15286624203821655,CUM-500,South,High
GEN_0367,63.16605095541401,5,0.05732484076433121,GENX-550,Central,Low
GEN_0368,56.50248407643312,7,0.08917197452229299,MTU-480,South,High
GEN_0369,65.38535031847134,7,0.14012738853503184,CUM-500,South,High
GEN_0370,72.44471337579617,6,0.050955414012738856,CAT-450,North,High
GEN_0371,55.22267515923568,6,0.16560509554140126,CUM-500,North,Medium
GEN_0372,57.10394904458599,7,0.08280254777070063,CAT-450,West,Medium
GEN_0373,75.68108280254778,7,0.08280254777070063,CUM-500,West,Medium
GEN_0374,62.848025477707004,6,0.07643312101910828,MTU-480,West,High
